código;descrição;estação;Rack;linha;coluna
86948;NEXT SAB TEIA SPIDER MAN 90g;RUA 04;Rack 1;2;F
86985;HER CODE EDP CLIMAX PRM 10ml;rua 6;Rack 1;7;R
59834;NSPA CR PERF DES CPO ORQ/LUMIER PRM 50ml;sala A;Rack 1;3;A
59823;NSPA CR PERF DES CPO ORQ/LUMIER 400ml;RUA 02;Rack 5;2;B
59824;REF NSPA CR PERF DES CPO ORQ/LUM 350ml;RUA 02;Rack 5;3;A
59830;NSPA SAB LIQ PERF CPO ORQ/LUMIER 250ml;RUA 04;Rack 8;2;A
85933;MALBEC SPRAY INTIMO PURE GOLD 75ml;RUA 04;Rack 2;3;I
58506;MALBEC DES COL PURE GOLD 100ml;RUA 01;Rack 6;1;B
87761;INSTANCE D/C BDY SPLSH MARACUJA V2 200ml;RUA 04;Rack 11;4;I
87766;INSTANCE D/C BDY SPLSH AMEIX/PR V3 200ml;RUA 04;Rack 7;1;C
85916;CBEM LOC DES HID CPO DOC/DELIRIOS 400ml;RUA 04;Rack 7;2;J
86285;ESTJ SOUL NAT/25;rua 6;Rack 1;7;T
86031;INSTANCE DES ANT ROLL FR/VERM V2 55ml;RUA 02;Rack 1;2;C
86030;INSTANCE DES ANTIT CREM BAUNILHA 80g;RUA 01;Rack 9;2;E
86038;INSTANCE DES ANTIT CR CHA VERD E ROM V2;RUA 01;Rack 8;1;F
56601;DR BOTICA SHAMP POC/ESPUM CACHOS 400ml;RUA 04;Rack 4;4;D
56601;DR BOTICA SHAMP POC/ESPUM CACHOS 400ml;RUA 03;Rack 3;9;I
55243;DR BOTICA SHAMP POC/ESPUM CRESPOS 400ml;RUA 04;Rack 2;4;D
52136;DR BOTICA COND POC/BRILHO LISOS 400ml;RUA 04;Rack 6;1;B
52140;DR BOTICA COND POC/BRILHO CACHOS 400ml;RUA 04;Rack 6;1;F
55245;DR BOTICA COND POC/BRILHO CRESPOS 400ml;RUA 04;Rack 1;4;B
52110;DR BOTICA CR PENT POC/TR/NO LISOS 350ml;RUA 04;Rack 6;1;E
52164;DR BOTICA CR PENT POC/TR/NO CRESP 350ml;RUA 04;Rack 11;1;J
52172;DR BOTICA LOC HID CPO POC/NUVENS 400ml;RUA 04;Rack 3;2;D
52175;DR BOTICA SAB LIQ CPO POC/BOLHAS 400ml;RUA 04;Rack 4;3;B
86374;DR BOTICA CR PENT POC/TR/NO LIS PRM 65ML;rua 6;Rack 1;7;U
59051;MAKE B BAT LIQ RETIN 3 H RED VELVET 6ml;RUA 03;Rack 4;10;E
59052;MAKE B BAT LIQ RETIN 3 H PINK/HIBISC 6ml;RUA 03;Rack 4;1;C
59053;MAKE B BAT LIQ RETIN 3 H CARAM/CLASS 6ml;RUA 03;Rack 4;4;V
59039;MAKE B CORRET LIQ RETIN 3 H 100F 5,5ml;RUA 03;Rack 3;4;A
59040;MAKE B CORRET LIQ RETIN 3 H 120N 5,5ml;RUA 03;Rack 4;6;B
59041;MAKE B CORRET LIQ RETIN 3 H 140Q 5,5ml;RUA 03;Rack 4;12;E
59042;MAKE B CORRET LIQ RETIN 3 H 170Q 5,5ml;RUA 03;Rack 4;11;N
59043;MAKE B CORRET LIQ RETIN 3 H 210Q 5,5ml;RUA 03;Rack 4;2;R
59044;MAKE B CORRET LIQ RETIN 3 H 225N 5,5ml;RUA 03;Rack 4;12;J
59045;MAKE B CORRET LIQ RETIN 3 H 260N 5,5ml;RUA 03;Rack 4;6;P
59046;MAKE B CORRET LIQ RETIN 3 H 275N 5,5ml;RUA 03;Rack 4;4;C
59047;MAKE B CORRET LIQ RETIN 3 H 290N 5,5ml;RUA 03;Rack 4;9;Z
59048;MAKE B CORRET LIQ RETIN 3 H 300Q 5,5ml;RUA 03;Rack 4;9;F
59049;MAKE B CORRET LIQ RETIN 3 H 340Q 5,5ml;RUA 03;Rack 4;6;J
59050;MAKE B CORRET LIQ RETIN 3 H 345N 5,5ml;RUA 03;Rack 4;11;J
59383;QDB PO SLT TO NO GLOW 1 9g;RUA 03;Rack 3;8;W
85533;QDB PO SLT TO NO GLOW 3 9g;RUA 03;Rack 6;9;A
59384;QDB PO SLT TO NO GLOW 2 9g;RUA 03;Rack 6;4;G
86366;QDB PO SLT TO NO GLOW 4 9g;RUA 03;Rack 5;5;G
89268;QDB PO SLT TO NO GLOW 5 9g;RUA 03;Rack 6;8;C
88819;QDB GLOSS SONHOS AVELI 4ml;SALA G;Rack 1;1;C
52507;FLORATTA EDP FLEUR ECLIPSE V2 75ml;rua 6;Rack 1;7;V
86119;QDB MASC/CILIO POP 10g;RUA 03;Rack 3;1;M
87896;FLORATTA EDP RED PASSION V2 75ml;RUA 01;Rack 7;1;A
85482;FLORATTA DES BDY SPR F/SECRET V2 100ml;rua 6;Rack 1;7;W
85483;FLORATTA DES BDY SPRAY RED V2 100ml;RUA 01;Rack 9;3;E
89457;BOTIK SRUM FAC A/P AC MAND/SALIC V3 30ml;RUA 05;Rack 5;2;H
89287;EUD MAKE PRIMER FAC LIQ METALS ROSE 34ml;RUA 03;Rack 4;4;J
52122;DR BOTICA SHAMP POC/ESPUM LISOS 400ml;RUA 04;Rack 3;4;I
85440;COFFEE LOC D H CP UNIQ WOM FL/GOUR 200ml;rua 6;Rack 1;7;X
87536;PMPCK BOTI SUN ALTA PROTECAO;rua 6;Rack 1;7;Y
59359;QDB LAP OLHOS MARRONTITO 1,1g;RUA 03;Rack 3;7;J
86369;NSPA DES COL BDY SPLSH ORQ/LUMIERE 200ml;RUA 01;Rack 8;3;D
85096;NSPA OL GLORIOSO DES HID CPO AMEIX 200ml;RUA 04;Rack 6;3;H
84705;REF MALBEC DES COL 100ml;RUA 02;Rack 4;2;G
86081;BOTICOLL PORTINARI D/COL MEMORIAS 100ml;RUA 01;Rack 9;4;F
85919;CBEM MOUS BNH DOC/DELIRIOS 150ml;RUA 05;Rack 2;1;J
89258;QUASAR DES COL ICE V3 100ml;RUA 04;Rack 1;3;C
85097;NSPA OL GLOR DES HID CPO AMEIX/NEG 200ml;RUA 04;Rack 6;4;D
85098;NSPA OL GLOR DES HID CPO ORQ/NOIRE 200ml;RUA 04;Rack 11;1;A
85584;NSPA OL GLOR DES HID CPO ORQ/LUM 200ml;RUA 04;Rack 3;1;G
85099;NSPA OL GLOR DES HID CPO AMEN/QUIN 200ml;RUA 04;Rack 4;1;H
85051;REF NSPA OL GLOR D H CPO AMEIXA 150ml;RUA 05;Rack 3;3;F
85052;REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml;RUA 05;Rack 5;1;A
85058;REF NSPA OL GLOR D H CPO AMEN/QUIN 150ml;RUA 05;Rack 5;2;D
88730;NSPA OL GLOR DES HID CPO CER/ROUGE 200ml;RUA 04;Rack 7;3;G
59829;NSPA CR PERF DES CPO ORQ/LUMIER 180ml;rua 6;Rack 1;14;G
89422;NSPA LOC DES HID CPO ORQ/NOIRE V2 400ml;RUA 01;Rack 2;3;A
89420;REF NSPA LOC DES H CP ORQ/NOIRE V2 350ml;rua 6;Rack 1;7;AA
85361;OUI EDP MON AMIE 037 30ml;RUA 04;Rack 5;3;A
89816;THE BLEND EDP BOURBON V2 100ml;RUA 01;Rack 9;1;E
89789;MATCH MASC CAP NUTRICAO PROFUNDA V3 70G;RUA 05;Rack 2;3;A
89789;MATCH MASC CAP NUTRICAO PROFUNDA V3 70G;rua 6;Rack 1;7;AC
86259;EUD DES COL VELVET SENSUAL INTENSE 100ml;RUA 01;Rack 6;3;A
86260;DEM EUD DES COL VELV SENSUAL INTENSE 4ml;RUA 03;Rack 7;5;B
88911;LILY SAB BARRA V2 2x90g;rua 6;Rack 1;7;AD
89780;MALBEC SHAMP ANTIQUEDA CUIDADOS V4 250ml;RUA 04;Rack 8;4;I
89446;LILY CR AC DES HID CP LEAU/LILY SOL 200g;RUA 04;Rack 4;2;D
58373;FLORATTA DES COL RED BLOSSOM V2 75ml;RUA 01;Rack 2;3;C
48296;FLORATTA DES COL ROSE BOUQUET 75ml;RUA 01;Rack 5;1;A
48303;FLORATTA DES COL RED V2 75ml;RUA 01;Rack 2;1;C
48307;FLORATTA DES COL F/SECRET V3 75ml;RUA 01;Rack 9;3;D
48310;FLORATTA DES COL BLUE V2 75ml;RUA 04;Rack 2;3;G
48315;FLORATTA DES COL GOLD V3 75ml;RUA 04;Rack 8;3;C
48313;FLORATTA DES COL ROSE V4 75ml;RUA 04;Rack 2;3;D
90321;ZAAD EDP MONDO V5 95ml;RUA 04;Rack 2;2;C
87013;EUD EDP V5 75ml;RUA 01;Rack 10;4;A
87014;EUD EDP ROUGE V3 75ml;RUA 01;Rack 6;2;D
86134;QDB BAT CREM POP NUDE AVELA 3,6g;RUA 03;Rack 6;11;B
89081;NIINA SCRT PLT MULTIF LUMIN SUMM COR1 7g;RUA 03;Rack 4;2;B
89082;NIINA SCRT PLT MULTIF LUMIN SUMM COR2 7g;RUA 03;Rack 3;3;U
89483;NIINA SCRT PLT MULTIF LUMIN SUMM COR3 7g;RUA 03;Rack 6;8;A
85316;INSTANCE CR HID MAOS FR/VERM V2 30g;RUA 03;Rack 8;6;C
86120;QDB BASE LIQ POP 100F 30ml;RUA 03;Rack 3;8;T
86123;QDB BASE LIQUIDA POP 150Q 30ml;RUA 03;Rack 4;11;Z
86124;QDB BASE LIQ POP 180Q 30ml;RUA 03;Rack 3;8;S
86125;QDB BASE LIQ POP 200N 30ml;RUA 03;Rack 4;7;E
86126;QDB BASE LIQ POP 210Q 30ml;RUA 03;Rack 4;4;Z
86127;QDB BASE LIQ POP 230Q 30ml;RUA 03;Rack 3;8;Q
86128;QDB BASE LIQ POP 240F 30ml;RUA 03;Rack 4;8;E
86129;QDB BASE LIQ POP 260OQ 30ml;RUA 03;Rack 4;1;K
86130;QDB BASE LIQ POP 270Q 30ml;RUA 03;Rack 4;10;X
86131;QDB BASE LIQ POP 290N 30ml;RUA 03;Rack 4;3;K
89234;QDB BASE LIQ POP 300Q 30ml;RUA 03;Rack 3;1;A
89235;QDB BASE LIQ POP 310Q 30ml;RUA 03;Rack 4;2;G
89236;QDB BASE LIQ POP 330F 30ml;RUA 03;Rack 4;9;Q
89255;QDB BASE LIQ POP 345OF 30ml;RUA 03;Rack 4;7;AA
49225;COFFEE D/COL UNIQ WOM FL/GOURM PRM 10ml;sala A;Rack 1;3;B
90676;QDB BAS LIQ TINT ALT/COBERT 215Q V2 30ml;rua 6;Rack 1;7;AF
85452;NEXT PASTA MODEL CAP 150g;RUA 04;Rack 1;2;B
86429;NEXT PASTA MODEL CAP PRM 30g;rua 6;Rack 1;7;AG
90115;QDB LAP BAT NAH/CARD BOLD 1,1g;RUA 03;Rack 3;2;V
90116;QDB LAP BAT NAH/CARD BRAVE 1,1g;RUA 03;Rack 3;6;N
89980;EUD MAKE PLT SOMBRAS TURBO 8g;RUA 03;Rack 5;11;F
94188;QDB BLUSH STCK NAH/CARD CHARMING 5g;RUA 03;Rack 4;10;Q
94189;QDB BLUSH STCK NAH/CARD LOVELY 5g;RUA 03;Rack 3;1;L
49242;COFFEE DES ANTIT AER WOM/SEDUC V5 75g;RUA 02;Rack 5;2;D
52493;FLORATTA DES COL MY BLUE V2 75ml;RUA 01;Rack 4;3;A
85459;MALBEC DES COL BLACK LEGEND 100ml;RUA 04;Rack 4;1;G
85056;EGEO DES COL DOLCE ILLUSION PRM 10ml;sala A;Rack 1;3;D
88696;REF CBEM LOC D H CP R/ALG N/FORM 350ml;rua 6;Rack 1;7;AH
88688;CBEM LOC DES HID CPO NUVEM N/FORM 400ml;rua 6;Rack 1;7;AI
88699;REF CBEM LOC D H CP CER/LIV N/FORM 350ml;rua 6;Rack 1;7;AJ
87556;EGEO CR DES  HID CPO DOLCE ILLUSION 250G;RUA 04;Rack 8;2;B
87556;EGEO CR DES  HID CPO DOLCE ILLUSION 250G;RUA 05;Rack 3;2;H
85714;MALBEC DES ANTIT AER BLACK LEGEND 125ml;RUA 04;Rack 4;2;C
85714;MALBEC DES ANTIT AER BLACK LEGEND 125ml;RUA 04;Rack 4;2;F
86077;COFFEE DES ANTIT AER ORIENT/AMB 125ml;RUA 04;Rack 11;2;A
87517;EUD DES COL VELV CONFIDENT V2 100ml;rua 6;Rack 1;7;AK
88716;MAGNIFIC DEL  MAES/26 75ML;RUA 04;Rack 11;1;H
87518;EUD DES COL VELV SENS V2 100ml;RUA 04;Rack 13;2;G
89977;EUD MAKE MASC/CILIO TURBO DIMENSION 10g;RUA 03;Rack 6;7;B
78620;PULSE DES COL V2 100ml;RUA 01;Rack 4;4;D
87340;PULSE DES COL BOOST V2 100ml;RUA 04;Rack 3;4;A
87299;CLUB 6 DES COL INTENSO V3 95ml;RUA 04;Rack 3;2;C
87292;CLUB 6 DES COL VOYAGE V3 95ml;RUA 04;Rack 7;3;F
87328;CLUB 6 DES COL EXCLUSIVE V3 95ml;RUA 04;Rack 9;3;I
87300;CLUB 6 DES COL FEVER V2 95ml;RUA 04;Rack 5;2;D
89701;INSTANCE DES COL BDY SPLS BAUN INT 200ml;RUA 04;Rack 12;1;D
87821;MAKE B PLT BL/FUS/CLIP ROS/FUS MINI 2,5g;RUA 03;Rack 5;4;A
87822;MAKE B PLT BL/FUS/CLIP BRWN/BL MINI 2,5g;RUA 03;Rack 5;4;I
94617;MATCH CR P/PENT CACH CIEN/CURV V2 450ml;RUA 05;Rack 3;1;C
89308;Kit Presente Floratta Red Mães 2026;RUA MÃES 2026;Rack 1;3;I
89310;Kit Presente Liz Mães 2026;RUA MÃES 2026;Rack 1;3;C
89314;Kit Presente Egeo Choc Mães 2026;RUA MÃES 2026;Rack 1;3;J
49244;COFFEE D/COL MAN ORIENT/AMB V4 100ml;RUA 04;Rack 10;1;C
56420;DEM COFFEE DES COL MAN ADDICTIVE 4ML;rua 6;Rack 1;7;AM
93642;CATALOGO O BOTICARIO NNE CICLO 13/25;CATALAGO;Rack 1;1;C
85899;PULSE DESODORANTE COLONIA INTENSE 100ml;RUA 04;Rack 11;2;G
85054;EGEO DES COL DOLCE ILLUSION 90ML;RUA 04;Rack 6;3;E
94499;CBEM SAB BARRA PESSEGURA V3 4x80g;RUA 04;Rack 9;2;I
94521;EUD MAKE BAT LIQ MAT SUPR NUD/SUPREM 4ml;RUA 03;Rack 5;8;B
55083;NEXT COLONIA 75ml;RUA 05;Rack 3;3;D
85679;CBEM SAB BARRA CER/FASES 4x80g;RUA 04;Rack 5;1;I
94572;DR BOTICA COL POC/CRIATIV V2 120ml;rua 6;Rack 2;10;M
87557;SIAGE SHAMP VOL/IMED 250ml;RUA 02;Rack 1;3;C
87558;SIAGE COND VOL/IMED 200ml;RUA 02;Rack 3;1;B
87559;SIAGE MASC CAP VOL/IMED 250g;RUA 04;Rack 2;4;I
87950;SIAGE SRUM CAP VOL/IMED 100ml;RUA 04;Rack 4;3;D
89733;MAKE B PLT MULTIF BL/FUS DEEP BLEND 20g;RUA 03;Rack 6;7;I
87787;MAKE B PLT MULTIF BL/FUS SOFT FUSION 20g;RUA 03;Rack 6;8;G
49154;COFFEE DES COL UNIQ WOM FL/GOURM 100ml;RUA 01;Rack 4;2;B
90704;MATCH SHAMP NUTR/PROF V3 300ml;RUA 04;Rack 6;1;G
87982;ACCORDES DES BDY SPR V7 100ml;RUA 04;Rack 3;4;D
55253;NEXT DESODORANTE CREME 80g;RUA 01;Rack 4;1;E
49245;COFFEE D/COL DUO MAN FOUG/AMB V2 100ml;RUA 01;Rack 4;1;C
89370;QDB LIP OIL FEIRA TANGERINA 3,5ml;RUA 03;Rack 3;9;C
94330;QDB LAP CONTOR LAB MARRONIS V2 1,1g RPCK;RUA 03;Rack 3;4;I
94329;QDB LAP CONTOR LAB ROSELETIS V2 1,1g RPK;RUA 03;Rack 3;5;B
89304;Kit Presente Elysée Mães 2026;RUA MÃES 2026;Rack 1;3;H
49247;COFFEE D/COL SEDUC MAN OR/AMAD V5 100ml;RUA 04;Rack 12;3;G
49252;COFFEE D/C SEDUC/WOM/FLORIEN/FR V6 100ml;RUA 04;Rack 7;2;E
49252;COFFEE D/C SEDUC/WOM/FLORIEN/FR V6 100ml;rua 6;Rack 1;14;H
81330;COFFEE D/C ADD/MAN/ORIENT/AROM V2 100ml;RUA 04;Rack 7;3;J
81384;COFFEE D/COL ADD/WOM/ORIENT/FR V2 100ml;RUA 04;Rack 1;1;D
49249;COFFEE D/C WOM/FLORIENT/AMBAR V4 100ML;RUA 04;Rack 9;2;J
85427;NATIVA SPA CREME PERFUMADO DESODORANTE ROSAS SECRETAS PRM, 50 ml;rua 6;Rack 1;7;AN
90995;CBEM SAB LIQ CPO 2/1 CER/FASES 200ml;RUA 04;Rack 4;3;C
89306;Kit Presente Her Code Mães 2026;RUA MÃES 2026;Rack 1;1;A
87963;CBEM OL CPO TERMICO CER/FASES 110ml;RUA 04;Rack 3;1;E
88396;CBEM DES COL BDY SPLSH CER/FASES 200ml;RUA 04;Rack 3;2;F
85165;OUI EDP MON AMIE 037 75ml;RUA 04;Rack 2;3;C
89305;Kit Presente Lily EDP Mães 2026;RUA MÃES 2026;Rack 1;3;F
89337;Kit Presente Leau de Lily Blanche Mães 2026;RUA MÃES 2026;Rack 1;2;K
94610;NSPA DES COL BDY/SPL ORQ/NOIRE V2 200ml;rua 6;Rack 2;10;N
94866;MATCH SHAMP SCIENCE RECONST V2 300ml;RUA 04;Rack 2;2;F
94866;MATCH SHAMP SCIENCE RECONST V2 300ml;RUA 04;Rack 12;3;J
85421;NSPA SAB LIQ CPO PERF ROS/SECRETAS 250ml;RUA 04;Rack 2;2;H
85424;NSPA OL MULTIF GLORIOSO ROS/SECRET 85ml;RUA 04;Rack 9;1;B
85420;NSPA CR PERF DES CPO ROS/SECRETAS 180ml;RUA 03;Rack 1;3;A
90375;PMPCK MALBEC DES ANTIT ROLL ON;RUA 01;Rack 3;2;D
95018;EUD MAKE PLT/SOMB DIAB/VEST/PR R/MAG 28g;rua 6;Rack 1;8;A
89846;EUD MAKE LIP OIL K/M BROWN 2ml;RUA 03;Rack 6;11;A
89848;EUD MAKE LIP OIL K/M RED 2ml;RUA 03;Rack 6;8;E
89366;NSPA DES COL BDY SPLSH ROSAS/SCRT 200ml;RUA 04;Rack 9;4;J
89697;CBEM ADESIVO FAC SECATIVO ESPINHAS 24UN;RUA 03;Rack 9;4;E
86225;INSTANCE CREME HIDRATANTE DESODORANTE CORPORAL BAUNILHA INTENSA 400ml;rua 6;Rack 2;5;B
86226;INSTANCE CR HID MAOS BAUN/INTENSA 30g;rua 6;Rack 1;8;B
86227;INSTANCE SAB LIQ MAOS BAUN/INTENSA 200ml;RUA 04;Rack 8;3;B
87779;INSTANCE REFIL CREME HIDRATANTE DESODORANTE CORPORAL BAUNILHA INTENSA 400ml;RUA 02;Rack 3;1;A
94220;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 120N 4ml;RUA 03;Rack 4;8;U
94221;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 150N 4ml;RUA 03;Rack 4;5;N
94222;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 190Q 4ml;RUA 03;Rack 4;4;D
94226;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 210Q 4ml;RUA 03;Rack 5;5;E
94227;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 225Q 4ml;RUA 03;Rack 5;10;G
94228;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 250N 4ml;RUA 03;Rack 5;3;B
94229;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 260Q 4ml;RUA 03;Rack 4;7;R
94230;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 270Q 4ml;RUA 03;Rack 4;8;Y
94231;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 290Q 4ml;RUA 03;Rack 4;6;AA
94232;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 325F 4ml;RUA 03;Rack 4;7;F
94233;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 335F 4ml;RUA 03;Rack 4;8;K
94234;EUDORA MAKE CORRETIVO LÍQUIDO SKIN PERFECTION COR 345N 4ml;RUA 03;Rack 4;9;M
95013;COFFEE D/COL MAN/ADD OR/AROM PRM V2 10ml;sala A;Rack 1;3;E
95012;COFFEE D/COL WOM/ADD OR/FRUT PRM V2 10ml;sala A;Rack 1;3;F
90379;PMPCK MALBEC DES BDY SPR ULTRA BLEU;RUA 04;Rack 6;2;E
90379;PMPCK MALBEC DES BDY SPR ULTRA BLEU;rua 6;Rack 2;4;J
85171;OUI VELUD ACET HID CPO MON AMIE 037 200g;RUA 04;Rack 11;3;A
90046;QDB GLOS LAB NAH/CARD COTTON CANDY 2,4ml;RUA 03;Rack 3;4;O
90047;QDB GLOS LAB NAH/CARD GUAVA GLAZE 2,4ml;RUA 03;Rack 3;6;I
90048;QDB GLOS LAB NAH/CARD COCOA MELT 2,4ml;RUA 03;Rack 6;10;A
90108;NIINA SCRT ILUM FAC SOFT PETALS 3g;rua 6;Rack 1;11;X
90475;QDB GLOS LAB NAH/CARD BERRY MOUSSE 2,4ml;RUA 03;Rack 6;8;I
85672;CBEM LOC DES HID CPO CER/FAS 200ml;RUA 02;Rack 1;2;B
86032;INSTANCE DES ANTIT AER ALG/JASM V2 150ML;RUA 04;Rack 7;2;A
85671;CBEM LOC DES HID CPO CER/FAS 400ml;RUA 04;Rack 3;1;H
94163;NIINA SCRT PLT SOMBRAS SOFT PETALS 10g;rua 6;Rack 1;8;C
89261;BOTICA 214 EDP GOLD/GARD V3 75ml;RUA 01;Rack 4;3;D
55295;EUDORA ROYAL DESODORANTE COLONIA FEMININO 100ml;RUA 01;Rack 4;3;E
55296;EUDORA ROYAL DESODORANTE COLONIA MASCULINO 100ml;RUA 01;Rack 2;2;D
86799;NSPA CR PARFUMEE CPO AMEIXA NEGRA 200g;RUA 04;Rack 3;3;H
89451;INSTANCE LOCAO HIDRATANTE DESODORANTE CORPORAL MORANGO IRRESISTIVEL 400ml;RUA 05;Rack 1;3;B
90370;PMPCK EGEO DES BDY SPR BLUE;RUA 04;Rack 12;2;C
90370;PMPCK EGEO DES BDY SPR BLUE;rua 6;Rack 2;3;H
89599;OUI LOC DES HID CPO DESIR PARISIEN 200ml;RUA 04;Rack 5;1;E
90537;QDB BASE LIQ INSTAMATTE 275OQ 30ml;rua 6;Rack 1;8;E
86713;PULSE INTENSE SHOWER GEL CABELO E CORPO, 100g;RUA 02;Rack 4;2;B
86713;PULSE INTENSE SHOWER GEL CABELO E CORPO, 100g;RUA 02;Rack 4;3;G
94539;LILY HAIR MIST ACETINADO 50ml;RUA 01;Rack 3;2;E
88821;CASA 214 DIFUSOR VARETA FIGO/MAGNF 250ml;rua 6;Rack 1;8;F
88823;CASA 214 AROMAT/AMB SPR FIGO/MAGNF 250ml;rua 6;Rack 1;14;I
88913;CBEM SPR INTIMO CER/FASES 75ml;RUA 04;Rack 2;4;H
90140;REF CASA 214 SAB LIQ MAO FIG/MAGNF 250ml;RUA 04;Rack 10;1;E
84860;EUD MAKE BAT HID K/M CAST/PASSAR V4 3,7g;rua 6;Rack 2;6;O
86524;EUD MAKE BAT HID K/M MARROM DESFILE 3,7g;rua 6;Rack 1;14;J
86534;EUD MAKE BAT HID K/M VERM/ARRASO 3,7g;rua 6;Rack 1;14;K
84865;EUD MAKE BAT MATE K/M NUDE ESTILO 3,7g;rua 6;Rack 1;8;G
85675;CBEM CR RELAX CER/FASES 200g;RUA 04;Rack 5;2;H
84869;EUD MAKE BAT MATE K/M NUDE DESTAQUE 3,7g;rua 6;Rack 1;14;L
84871;EUD MAKE BAT MATE K/M NUDE PODER 3,7g;rua 6;Rack 1;14;M
86535;EUD MAKE BAT MATE K/M NUDE CARAMELO 3,7g;rua 6;Rack 1;14;N
90610;MEN SAB LIQ FAC ANTIACNE 150ml;rua 6;Rack 1;8;H
86536;EUD MAKE BAT MATE K/M NUDE/QUERID 3,7g;rua 6;Rack 1;14;O
84870;EUD MAKE BATOM MATTE KISS ME NUDE EXPRESSÃO;rua 6;Rack 1;14;P
86533;EUD MAKE BATOM MATTE KISS ME MAGMA;rua 6;Rack 1;14;Q
90253;KIT PRESENTE KISS ME NOW;rua 6;Rack 1;8;I
90820;KIT PRESENTE IMENSI ALIVE;rua 6;Rack 1;8;J
90611;MEN GEL FAC SECTIV ANTIACN V3 15g;rua 6;Rack 1;8;K
90117;OUI SHW GEL CAB/CPO DESIR PARISIEN 200g;RUA 01;Rack 1;4;C
90344;QDB BASE LIQ INSTAMATTE 160Q 30ml;rua 6;Rack 1;8;L
90345;QDB BASE LIQ INSTAMATTE 175Q 30ml;rua 6;Rack 1;8;M
90351;QDB BASE LIQ INSTAMATTE 230Q V2 30ml;rua 6;Rack 1;8;N
90357;QDB BASE LIQ INSTAMATTE 285OF 30ml;rua 6;Rack 1;8;O
90362;QDB BASE LIQ INSTAMATTE 325F 30ml;rua 6;Rack 1;8;P
90364;QDB BASE LIQ INSTAMATTE 340N 30ml;rua 6;Rack 1;8;Q
88135;FLORATTA EDP ROSE SUCREE 75ml;RUA 01;Rack 5;3;E
90348;QDB BASE LIQ INSTAMATTE 200N V2 30ml;RUA 03;Rack 3;2;J
90352;QDB BASE LIQ INSTAMATTE 240Q V2 30ml;rua 6;Rack 1;8;R
95024;EUD MAK CAN/DLN DIAB/V/PRD I/L PTO 0,4ml;rua 6;Rack 1;8;S
95020;EUD MAK CAN/DLN DIAB/V/PRD I/L BRD 0,4ml;rua 6;Rack 1;8;T
90343;QDB BASE LIQ INSTAMATTE 150Q V2 30ml;rua 6;Rack 1;8;U
87338;PULSE DES COL ACTION V2 100ml;rua 6;Rack 1;8;V
89203;QUEM DISSE, BERENICE? SWEET LAB MOCHI BLUR VERMELHO GOJI BERRY, 3,5g;rua 6;Rack 1;8;X
89204;QUEM DISSE, BERENICE? SWEET LAB MOCHI BLUR MARROM CACAU MATCHA, 3,5g;rua 6;Rack 1;8;Y
89206;QUEM DISSE, BERENICE? SWEET LAB MOCHI BLUR ROSA LICHIA SAKURA, 3,5g;rua 6;Rack 1;8;Z
89205;QUEM DISSE, BERENICE? SWEET LAB MOCHI BLUR ROXO AMORA FUJI, 3,5g;rua 6;Rack 1;8;AA
94891;CATALOGO BOTICARIO NNE CICLO 16/25;CATALAGO;Rack 1;1;D
55194;NEXT SHAMP REFRESC CAB/CPO 230ml;RUA 04;Rack 10;3;D
95353;INSTANCE CR DES H CP AMEIX/PR 180ml RPCK;RUA 04;Rack 8;1;E
88098;QDB LIP TINT MARROM INTENSO 4ml;RUA 03;Rack 6;7;H
88099;QDB LIP TINT NUDE NEUTRO 4ml;RUA 03;Rack 5;8;A
88100;QDB LIP TINT AVELA ROSADO 4ml;rua 6;Rack 1;8;AB
88102;QDB LIP TINT ROSA MALVA 4ml;RUA 03;Rack 6;3;I
88103;QDB LIP TINT PESSEGO SUAVE 4ml;RUA 03;Rack 3;1;S
90654;MAKE B BASE LÍQUIDA MATE SALICYLIC 345N, 30g;rua 6;Rack 1;8;AC
90709;MAKE B BASE LÍQUIDA MATE SALICYLIC 235N, 30g;rua 6;Rack 1;8;AD
90710;MAKE B BASE LÍQUIDA MATE SALICYLIC 230N, 30g;rua 6;Rack 1;8;AE
90711;MAKE B BASE LÍQUIDA MATE SALICYLIC 225N, 30g;rua 6;Rack 1;8;AF
90712;MAKE B BASE LÍQUIDA MATE SALICYLIC 220Q, 30g;rua 6;Rack 1;8;AG
90713;MAKE B BASE LÍQUIDA MATE SALICYLIC 215Q, 30g;rua 6;Rack 1;8;AH
